resultNumber,censusMetropolitanArea,province,forwardSortationAreaCodes,testDurationInDays,averageRadonConcentrationInBqPerM3,averageThoronConcentrationInBqPerM3,latitude,longitude
843,Saint John CMA,NB,E2M,120,40,14.0,45.2347,-66.1749
844,Saint John CMA,NB,E2M,96,19,14.0,45.2347,-66.1749
845,Saint John CMA,NB,E2M,94,158,14.0,45.2347,-66.1749
846,Saint John CMA,NB,E2M,90,37,14.0,45.2347,-66.1749
847,Saint John CMA,NB,E2M,91,151,14.0,45.2347,-66.1749
848,Saint John CMA,NB,E2M,91,190,14.0,45.2347,-66.1749
849,Saint John CMA,NB,E2M,92,28,14.0,45.2347,-66.1749
850,Saint John CMA,NB,E2M,91,23,26.0,45.2347,-66.1749
851,Saint John CMA,NB,E2M,99,287,14.0,45.2347,-66.1749
852,Saint John CMA,NB,E2M,92,61,14.0,45.2347,-66.1749
853,Saint John CMA,NB,E2M,91,245,14.0,45.2347,-66.1749
854,Saint John CMA,NB,E2M,91,814,14.0,45.2347,-66.1749
855,Saint John CMA,NB,E2M,107,62,14.0,45.2347,-66.1749
856,Saint John CMA,NB,E2M,129,86,14.0,45.2347,-66.1749
857,Saint John CMA,NB,E2M,91,250,16.0,45.2347,-66.1749
858,Saint John CMA,NB,E2N,120,32,14.0,45.3176,-65.9271
859,Saint John CMA,NB,E2N,91,26,20.0,45.3176,-65.9271
860,Saint John CMA,NB,E2N,92,78,14.0,45.3176,-65.9271
861,Saint John CMA,NB,E2N,91,68,14.0,45.3176,-65.9271
862,Saint John CMA,NB,E2N,104,152,14.0,45.3176,-65.9271
863,Saint John CMA,NB,E2N,91,413,14.0,45.3176,-65.9271
864,Saint John CMA,NB,E2N,100,28,14.0,45.3176,-65.9271
865,Saint John CMA,NB,E2P,93,22,29.0,45.2426,-65.9847
866,Saint John CMA,NB,E2P,91,64,14.0,45.2426,-65.9847
867,Saint John CMA,NB,E2P,92,37,14.0,45.2426,-65.9847
868,Saint John CMA,NB,E2S,94,49,14.0,45.3371,-65.8133
869,Saint John CMA,NB,E2S,100,100,19.0,45.3371,-65.8133
870,Saint John CMA,NB,E2S,87,404,21.0,45.3371,-65.8133
871,Saint John CMA,NB,E2S,94,19,14.0,45.3371,-65.8133
872,Saint John CMA,NB,E2S,93,429,61.0,45.3371,-65.8133
873,Saint John CMA,NB,E2S,127,29,14.0,45.3371,-65.8133
874,Saint John CMA,NB,E2S,81,14,14.0,45.3371,-65.8133
875,Saint John CMA,NB,E2S,91,74,16.0,45.3371,-65.8133
876,Saint John CMA,NB,E2S,109,106,14.0,45.3371,-65.8133
877,Saint John CMA,NB,E2S,93,220,14.0,45.3371,-65.8133
878,Saint John CMA,NB,E2S,106,96,14.0,45.3371,-65.8133
879,Saint John CMA,NB,E5J,93,185,14.0,45.1979,-66.4308
880,Saint John CMA,NB,E5J,91,182,40.0,45.1979,-66.4308
881,Saint John CMA,NB,E5J,91,31,18.0,45.1979,-66.4308
882,Saint John CMA,NB,E5K,90,68,14.0,45.3407,-66.2528
883,Saint John CMA,NB,E5K,90,120,17.0,45.3407,-66.2528
884,Saint John CMA,NB,E5K,91,93,14.0,45.3407,-66.2528
885,Saint John CMA,NB,E5K,91,244,14.0,45.3407,-66.2528
886,Saint John CMA,NB,E5K,105,443,14.0,45.3407,-66.2528
887,Saint John CMA,NB,E5K,91,80,16.0,45.3407,-66.2528
888,Saint John CMA,NB,E5K,91,248,14.0,45.3407,-66.2528
889,Saint John CMA,NB,E5L,95,161,14.0,45.6604,-66.6139
890,Saint John CMA,NB,E5L,98,117,14.0,45.6604,-66.6139
891,Saint John CMA,NB,E5L,93,84,14.0,45.6604,-66.6139
892,Saint John CMA,NB,E5L,96,47,29.0,45.6604,-66.6139
893,Saint John CMA,NB,E5L,97,101,14.0,45.6604,-66.6139
894,Saint John CMA,NB,E5M,95,481,14.0,45.7701,-66.1617
895,Saint John CMA,NB,E5M,101,275,71.0,45.7701,-66.1617
896,Saint John CMA,NB,E5M,96,98,14.0,45.7701,-66.1617
897,Saint John CMA,NB,E5M,91,29,14.0,45.7701,-66.1617
898,Saint John CMA,NB,E5S,91,288,14.0,45.4098,-66.0932
899,Saint John CMA,NB,E5S,95,410,14.0,45.4098,-66.0932
900,St. John's CMA,NL,A1A,91,70,14.0,47.5986,-52.6926
901,St. John's CMA,NL,A1A,90,146,14.0,47.5986,-52.6926
902,St. John's CMA,NL,A1A,91,136,14.0,47.5986,-52.6926
903,St. John's CMA,NL,A1A,106,63,14.0,47.5986,-52.6926
905,St. John's CMA,NL,A1A,93,58,14.0,47.5986,-52.6926
906,St. John's CMA,NL,A1A,108,174,14.0,47.5986,-52.6926
907,St. John's CMA,NL,A1A,98,25,14.0,47.5986,-52.6926
908,St. John's CMA,NL,A1A,92,192,14.0,47.5986,-52.6926
909,St. John's CMA,NL,A1A,91,28,14.0,47.5986,-52.6926
910,St. John's CMA,NL,A1A,91,14,14.0,47.5986,-52.6926
911,St. John's CMA,NL,A1A,102,120,14.0,47.5986,-52.6926
912,St. John's CMA,NL,A1A,91,140,27.0,47.5986,-52.6926
913,St. John's CMA,NL,A1A,92,48,14.0,47.5986,-52.6926
914,St. John's CMA,NL,A1A,96,110,14.0,47.5986,-52.6926
915,St. John's CMA,NL,A1A,91,41,14.0,47.5986,-52.6926
916,St. John's CMA,NL,A1A,90,82,14.0,47.5986,-52.6926
917,St. John's CMA,NL,A1A,99,87,18.0,47.5986,-52.6926
918,St. John's CMA,NL,A1A,91,38,14.0,47.5986,-52.6926
919,St. John's CMA,NL,A1A,101,201,14.0,47.5986,-52.6926
920,St. John's CMA,NL,A1B,93,158,19.0,47.5698,-52.7796
921,St. John's CMA,NL,A1B,97,55,19.0,47.5698,-52.7796
922,St. John's CMA,NL,A1B,91,136,14.0,47.5698,-52.7796
923,St. John's CMA,NL,A1B,91,28,14.0,47.5698,-52.7796
924,St. John's CMA,NL,A1B,91,70,14.0,47.5698,-52.7796
925,St. John's CMA,NL,A1B,91,77,14.0,47.5698,-52.7796
926,St. John's CMA,NL,A1B,94,59,14.0,47.5698,-52.7796
927,St. John's CMA,NL,A1B,101,128,14.0,47.5698,-52.7796
928,St. John's CMA,NL,A1B,92,85,14.0,47.5698,-52.7796
929,St. John's CMA,NL,A1B,91,112,14.0,47.5698,-52.7796
930,St. John's CMA,NL,A1B,91,14,14.0,47.5698,-52.7796
931,St. John's CMA,NL,A1B,91,71,14.0,47.5698,-52.7796
932,St. John's CMA,NL,A1B,172,330,14.0,47.5698,-52.7796
933,St. John's CMA,NL,A1B,93,38,17.0,47.5698,-52.7796
934,St. John's CMA,NL,A1B,98,38,14.0,47.5698,-52.7796
935,St. John's CMA,NL,A1C,93,37,14.0,47.5124,-52.6729
936,St. John's CMA,NL,A1C,91,14,14.0,47.5124,-52.6729
937,St. John's CMA,NL,A1C,91,14,14.0,47.5124,-52.6729
938,St. John's CMA,NL,A1C,91,52,14.0,47.5124,-52.6729
939,St. John's CMA,NL,A1C,122,78,14.0,47.5124,-52.6729
940,St. John's CMA,NL,A1C,91,14,21.0,47.5124,-52.6729
941,St. John's CMA,NL,A1C,92,30,14.0,47.5124,-52.6729
942,St. John's CMA,NL,A1C,91,51,14.0,47.5124,-52.6729
943,St. John's CMA,NL,A1C,92,47,23.0,47.5124,-52.6729
944,St. John's CMA,NL,A1C,91,28,14.0,47.5124,-52.6729
945,St. John's CMA,NL,A1C,95,32,14.0,47.5124,-52.6729
946,St. John's CMA,NL,A1E,114,74,14.0,47.5334,-52.7595
947,St. John's CMA,NL,A1E,91,44,14.0,47.5334,-52.7595
948,St. John's CMA,NL,A1E,91,37,14.0,47.5334,-52.7595
949,St. John's CMA,NL,A1E,92,78,14.0,47.5334,-52.7595
950,St. John's CMA,NL,A1E,94,36,14.0,47.5334,-52.7595
951,St. John's CMA,NL,A1E,91,120,14.0,47.5334,-52.7595
952,St. John's CMA,NL,A1E,91,14,14.0,47.5334,-52.7595
953,St. John's CMA,NL,A1E,91,150,14.0,47.5334,-52.7595
955,St. John's CMA,NL,A1E,91,46,14.0,47.5334,-52.7595
956,St. John's CMA,NL,A1E,91,107,17.0,47.5334,-52.7595
957,St. John's CMA,NL,A1E,113,32,14.0,47.5334,-52.7595
958,St. John's CMA,NL,A1E,91,67,14.0,47.5334,-52.7595
959,St. John's CMA,NL,A1E,93,15,14.0,47.5334,-52.7595
960,St. John's CMA,NL,A1E,96,14,14.0,47.5334,-52.7595
961,St. John's CMA,NL,A1E,91,221,14.0,47.5334,-52.7595
962,St. John's CMA,NL,A1E,96,76,14.0,47.5334,-52.7595
963,St. John's CMA,NL,A1E,97,251,14.0,47.5334,-52.7595
964,St. John's CMA,NL,A1G,91,69,14.0,47.506,-52.7603
965,St. John's CMA,NL,A1G,111,50,14.0,47.506,-52.7603
967,St. John's CMA,NL,A1G,92,196,14.0,47.506,-52.7603
968,St. John's CMA,NL,A1G,91,20,14.0,47.506,-52.7603
969,St. John's CMA,NL,A1G,95,41,22.0,47.506,-52.7603
970,St. John's CMA,NL,A1G,97,168,14.0,47.506,-52.7603
971,St. John's CMA,NL,A1G,91,141,14.0,47.506,-52.7603
972,St. John's CMA,NL,A1G,131,70,14.0,47.506,-52.7603
973,St. John's CMA,NL,A1G,90,37,14.0,47.506,-52.7603
974,St. John's CMA,NL,A1G,118,52,14.0,47.506,-52.7603
975,St. John's CMA,NL,A1H,135,82,14.0,47.483,-52.8415
976,St. John's CMA,NL,A1H,91,82,14.0,47.483,-52.8415
977,St. John's CMA,NL,A1H,97,110,14.0,47.483,-52.8415
978,St. John's CMA,NL,A1H,126,210,14.0,47.483,-52.8415
979,St. John's CMA,NL,A1H,96,153,14.0,47.483,-52.8415
980,St. John's CMA,NL,A1H,130,110,14.0,47.483,-52.8415
981,St. John's CMA,NL,A1H,95,79,14.0,47.483,-52.8415
982,St. John's CMA,NL,A1N,99,14,14.0,47.5194,-52.8122
983,St. John's CMA,NL,A1N,99,16,14.0,47.5194,-52.8122
984,St. John's CMA,NL,A1N,92,46,14.0,47.5194,-52.8122
985,St. John's CMA,NL,A1N,108,117,14.0,47.5194,-52.8122
986,St. John's CMA,NL,A1N,93,151,14.0,47.5194,-52.8122
987,St. John's CMA,NL,A1N,95,184,14.0,47.5194,-52.8122
988,St. John's CMA,NL,A1N,105,63,14.0,47.5194,-52.8122
989,St. John's CMA,NL,A1N,96,107,14.0,47.5194,-52.8122
990,St. John's CMA,NL,A1N,91,96,23.0,47.5194,-52.8122
991,St. John's CMA,NL,A1N,90,46,21.0,47.5194,-52.8122
992,St. John's CMA,NL,A1N,92,252,14.0,47.5194,-52.8122
993,St. John's CMA,NL,A1N,91,131,14.0,47.5194,-52.8122
994,St. John's CMA,NL,A1N,91,122,26.0,47.5194,-52.8122
995,St. John's CMA,NL,A1N,92,120,14.0,47.5194,-52.8122
996,St. John's CMA,NL,A1N,91,109,14.0,47.5194,-52.8122
1000,Halifax CMA,NS,B2V,91,27,36.0,44.6529,-63.4777
1001,Halifax CMA,NS,B2V,95,40,14.0,44.6529,-63.4777
1002,Halifax CMA,NS,B2V,91,94,14.0,44.6529,-63.4777
1003,Halifax CMA,NS,B2V,94,44,14.0,44.6529,-63.4777
1004,Halifax CMA,NS,B2V,102,93,22.0,44.6529,-63.4777
1005,Halifax CMA,NS,B2W,94,139,14.0,44.6752,-63.5077
1006,Halifax CMA,NS,B2W,102,39,14.0,44.6752,-63.5077
1007,Halifax CMA,NS,B2W,111,231,14.0,44.6752,-63.5077
1008,Halifax CMA,NS,B2W,117,35,18.0,44.6752,-63.5077
1009,Halifax CMA,NS,B2X,91,39,14.0,44.702,-63.533
1010,Halifax CMA,NS,B2X,101,99,14.0,44.702,-63.533
1011,Halifax CMA,NS,B2X,91,307,14.0,44.702,-63.533
1012,Halifax CMA,NS,B2X,99,19,14.0,44.702,-63.533
1013,Halifax CMA,NS,B2X,92,100,14.0,44.702,-63.533
1014,Halifax CMA,NS,B2X,97,56,18.0,44.702,-63.533
1015,Halifax CMA,NS,B2Y,97,64,14.0,44.6645,-63.5453
1016,Halifax CMA,NS,B2Y,91,15,14.0,44.6645,-63.5453
1018,Halifax CMA,NS,B2Y,92,28,25.0,44.6645,-63.5453
1019,Halifax CMA,NS,B2Y,90,17,14.0,44.6645,-63.5453
1020,Halifax CMA,NS,B2Y,91,25,25.0,44.6645,-63.5453
1021,Halifax CMA,NS,B2Y,97,82,14.0,44.6645,-63.5453
1022,Halifax CMA,NS,B2Z,94,142,14.0,44.7227,-63.4223
1023,Halifax CMA,NS,B2Z,92,99,14.0,44.7227,-63.4223
1024,Halifax CMA,NS,B2Z,90,60,14.0,44.7227,-63.4223
1025,Halifax CMA,NS,B3A,113,382,14.0,44.6819,-63.5768
1026,Halifax CMA,NS,B3A,92,14,171.0,44.6819,-63.5768
1027,Halifax CMA,NS,B3A,95,42,14.0,44.6819,-63.5768
1028,Halifax CMA,NS,B3A,102,91,14.0,44.6819,-63.5768
1029,Halifax CMA,NS,B3A,96,314,14.0,44.6819,-63.5768
1030,Halifax CMA,NS,B3A,91,140,14.0,44.6819,-63.5768
1031,Halifax CMA,NS,B3A,123,297,14.0,44.6819,-63.5768
1032,Halifax CMA,NS,B3H,111,55,14.0,44.6344,-63.5822
1033,Halifax CMA,NS,B3H,94,91,14.0,44.6344,-63.5822
1034,Halifax CMA,NS,B3H,91,84,14.0,44.6344,-63.5822
1035,Halifax CMA,NS,B3H,92,45,16.0,44.6344,-63.5822
1036,Halifax CMA,NS,B3H,92,58,35.0,44.6344,-63.5822
1037,Halifax CMA,NS,B3H,92,518,14.0,44.6344,-63.5822
1038,Halifax CMA,NS,B3H,91,333,14.0,44.6344,-63.5822
1039,Halifax CMA,NS,B3K,90,38,16.0,44.662,-63.6017
1040,Halifax CMA,NS,B3K,91,50,25.0,44.662,-63.6017
1041,Halifax CMA,NS,B3K,90,235,14.0,44.662,-63.6017
1042,Halifax CMA,NS,B3K,92,103,23.0,44.662,-63.6017
1043,Halifax CMA,NS,B3K,164,14,14.0,44.662,-63.6017
1044,Halifax CMA,NS,B3K,98,25,20.0,44.662,-63.6017
1045,Halifax CMA,NS,B3K,91,120,14.0,44.662,-63.6017
1046,Halifax CMA,NS,B3K,90,14,14.0,44.662,-63.6017
1047,Halifax CMA,NS,B3L,91,274,14.0,44.6508,-63.6146
1048,Halifax CMA,NS,B3L,91,82,20.0,44.6508,-63.6146
1049,Halifax CMA,NS,B3L,99,199,88.0,44.6508,-63.6146
1050,Halifax CMA,NS,B3L,90,373,14.0,44.6508,-63.6146
1051,Halifax CMA,NS,B3L,92,140,14.0,44.6508,-63.6146
1052,Halifax CMA,NS,B3L,91,211,14.0,44.6508,-63.6146
1053,Halifax CMA,NS,B3L,96,35,14.0,44.6508,-63.6146
1054,Halifax CMA,NS,B3L,90,14,110.0,44.6508,-63.6146
1055,Halifax CMA,NS,B3M,92,222,22.0,44.6784,-63.6582
1056,Halifax CMA,NS,B3M,91,49,14.0,44.6784,-63.6582
1057,Halifax CMA,NS,B3M,95,14,14.0,44.6784,-63.6582
1058,Halifax CMA,NS,B3M,92,1079,14.0,44.6784,-63.6582
1059,Halifax CMA,NS,B3M,91,44,14.0,44.6784,-63.6582
1060,Halifax CMA,NS,B3N,91,306,14.0,44.631,-63.6405
1061,Halifax CMA,NS,B3N,91,119,14.0,44.631,-63.6405
1062,Halifax CMA,NS,B3N,91,235,14.0,44.631,-63.6405
1063,Halifax CMA,NS,B3N,93,168,14.0,44.631,-63.6405
1064,Halifax CMA,NS,B3N,91,181,17.0,44.631,-63.6405
1065,Halifax CMA,NS,B3N,93,127,14.0,44.631,-63.6405
1066,Halifax CMA,NS,B3N,76,348,19.0,44.631,-63.6405
1067,Halifax CMA,NS,B3P,99,71,32.0,44.6139,-63.5946
1068,Halifax CMA,NS,B3P,93,149,14.0,44.6139,-63.5946
1069,Halifax CMA,NS,B3P,91,336,14.0,44.6139,-63.5946
1070,Halifax CMA,NS,B3P,110,214,14.0,44.6139,-63.5946
1071,Halifax CMA,NS,B3P,91,67,14.0,44.6139,-63.5946
1072,Halifax CMA,NS,B3P,93,819,14.0,44.6139,-63.5946
1073,Halifax CMA,NS,B3P,96,327,14.0,44.6139,-63.5946
1074,Halifax CMA,NS,B3R,91,238,38.0,44.5939,-63.6031
1075,Halifax CMA,NS,B3R,91,45,14.0,44.5939,-63.6031
1076,Halifax CMA,NS,B3R,93,14,14.0,44.5939,-63.6031
1077,Halifax CMA,NS,B3R,91,727,14.0,44.5939,-63.6031
1078,Halifax CMA,NS,B3S,92,142,14.0,44.6533,-63.6675
1079,Halifax CMA,NS,B3S,124,36,14.0,44.6533,-63.6675
1080,Halifax CMA,NS,B3S,91,35,14.0,44.6533,-63.6675
1081,Halifax CMA,NS,B3S,94,69,20.0,44.6533,-63.6675
1082,Halifax CMA,NS,B3T,91,26,14.0,44.5683,-63.7306
1083,Halifax CMA,NS,B3T,91,49,19.0,44.5683,-63.7306
1084,Halifax CMA,NS,B3T,91,624,14.0,44.5683,-63.7306
1085,Halifax CMA,NS,B3T,92,668,14.0,44.5683,-63.7306
1086,Halifax CMA,NS,B3T,98,590,28.0,44.5683,-63.7306
1087,Halifax CMA,NS,B3T,94,147,58.0,44.5683,-63.7306
1088,Halifax CMA,NS,B3V,103,70,14.0,44.5199,-63.6064
1089,Halifax CMA,NS,B3V,91,413,14.0,44.5199,-63.6064
1090,Halifax CMA,NS,B3V,99,219,14.0,44.5199,-63.6064
1091,Halifax CMA,NS,B3V,91,125,14.0,44.5199,-63.6064
1092,Halifax CMA,NS,B3V,91,61,14.0,44.5199,-63.6064
1093,Halifax CMA,NS,B3Z,92,209,14.0,44.6386,-63.8687
1094,Halifax CMA,NS,B3Z,90,2117,66.0,44.6386,-63.8687
1095,Halifax CMA,NS,B3Z,92,348,14.0,44.6386,-63.8687
1096,Halifax CMA,NS,B3Z,91,87,14.0,44.6386,-63.8687
1097,Halifax CMA,NS,B3Z,100,124,14.0,44.6386,-63.8687
1098,Halifax CMA,NS,B3Z,101,160,14.0,44.6386,-63.8687
1099,Barrie CMA,ON,L4M,99,67,14.0,44.4001,-79.6663
1100,Barrie CMA,ON,L4M,90,115,14.0,44.4001,-79.6663
1101,Barrie CMA,ON,L4M,93,119,17.0,44.4001,-79.6663
1102,Barrie CMA,ON,L4M,93,251,14.0,44.4001,-79.6663
1103,Barrie CMA,ON,L4M,92,147,26.0,44.4001,-79.6663
1104,Barrie CMA,ON,L4M,121,78,14.0,44.4001,-79.6663
1106,Barrie CMA,ON,L4M,102,172,14.0,44.4001,-79.6663
1107,Barrie CMA,ON,L4M,92,75,14.0,44.4001,-79.6663
1108,Barrie CMA,ON,L4M,146,145,14.0,44.4001,-79.6663
1109,Barrie CMA,ON,L4M,92,163,14.0,44.4001,-79.6663
1110,Barrie CMA,ON,L4M,95,231,14.0,44.4001,-79.6663
1111,Barrie CMA,ON,L4M,91,113,14.0,44.4001,-79.6663
1112,Barrie CMA,ON,L4M,92,62,14.0,44.4001,-79.6663
1113,Barrie CMA,ON,L4M,92,42,14.0,44.4001,-79.6663
1114,Barrie CMA,ON,L4M,91,53,14.0,44.4001,-79.6663
1115,Barrie CMA,ON,L4M,96,205,14.0,44.4001,-79.6663
1116,Barrie CMA,ON,L4M,91,757,14.0,44.4001,-79.6663
1117,Barrie CMA,ON,L4M,91,69,14.0,44.4001,-79.6663
1118,Barrie CMA,ON,L4M,95,70,14.0,44.4001,-79.6663
1119,Barrie CMA,ON,L4M,91,132,14.0,44.4001,-79.6663
1120,Barrie CMA,ON,L4M,90,156,14.0,44.4001,-79.6663
1121,Barrie CMA,ON,L4M,93,79,14.0,44.4001,-79.6663
1122,Barrie CMA,ON,L4M,92,61,14.0,44.4001,-79.6663
1123,Barrie CMA,ON,L4M,130,44,14.0,44.4001,-79.6663
1124,Barrie CMA,ON,L4M,95,71,18.0,44.4001,-79.6663
1125,Barrie CMA,ON,L4M,91,20,28.0,44.4001,-79.6663
1126,Barrie CMA,ON,L4M,91,56,14.0,44.4001,-79.6663
1127,Barrie CMA,ON,L4M,91,22,14.0,44.4001,-79.6663
1128,Barrie CMA,ON,L4M,93,108,14.0,44.4001,-79.6663
1129,Barrie CMA,ON,L4M,91,159,14.0,44.4001,-79.6663
1130,Barrie CMA,ON,L4M,97,14,14.0,44.4001,-79.6663
1131,Barrie CMA,ON,L4M,96,48,14.0,44.4001,-79.6663
1132,Barrie CMA,ON,L4M,102,99,14.0,44.4001,-79.6663
1133,Barrie CMA,ON,L4M,96,61,18.0,44.4001,-79.6663
1134,Barrie CMA,ON,L4M,86,15,24.0,44.4001,-79.6663
1135,Barrie CMA,ON,L4N,147,74,14.0,44.3572,-79.6929
1136,Barrie CMA,ON,L4N,91,31,14.0,44.3572,-79.6929
1137,Barrie CMA,ON,L4N,95,35,14.0,44.3572,-79.6929
1138,Barrie CMA,ON,L4N,91,61,15.0,44.3572,-79.6929
1139,Barrie CMA,ON,L4N,91,43,21.0,44.3572,-79.6929
1140,Barrie CMA,ON,L4N,90,67,14.0,44.3572,-79.6929
1141,Barrie CMA,ON,L4N,113,30,14.0,44.3572,-79.6929
1142,Barrie CMA,ON,L4N,126,14,14.0,44.3572,-79.6929
1143,Barrie CMA,ON,L4N,94,69,14.0,44.3572,-79.6929
1144,Barrie CMA,ON,L4N,91,175,14.0,44.3572,-79.6929
1145,Barrie CMA,ON,L4N,90,32,21.0,44.3572,-79.6929
1146,Barrie CMA,ON,L4N,91,86,17.0,44.3572,-79.6929
1147,Barrie CMA,ON,L4N,91,74,14.0,44.3572,-79.6929
1148,Barrie CMA,ON,L4N,133,36,14.0,44.3572,-79.6929
1149,Barrie CMA,ON,L4N,91,83,14.0,44.3572,-79.6929
1150,Barrie CMA,ON,L4N,94,87,14.0,44.3572,-79.6929
1151,Barrie CMA,ON,L4N,92,38,14.0,44.3572,-79.6929
1152,Barrie CMA,ON,L4N,107,17,14.0,44.3572,-79.6929
1153,Barrie CMA,ON,L4N,90,132,14.0,44.3572,-79.6929
1154,Barrie CMA,ON,L4N,95,98,14.0,44.3572,-79.6929
1155,Barrie CMA,ON,L4N,110,40,14.0,44.3572,-79.6929
1156,Barrie CMA,ON,L4N,82,92,39.0,44.3572,-79.6929
1157,Barrie CMA,ON,L4N,71,94,14.0,44.3572,-79.6929
1158,Barrie CMA,ON,L4N,128,37,134.0,44.3572,-79.6929
1159,Barrie CMA,ON,L4N,104,39,14.0,44.3572,-79.6929
1160,Barrie CMA,ON,L4N,98,64,14.0,44.3572,-79.6929
1161,Barrie CMA,ON,L4N,114,133,14.0,44.3572,-79.6929
1162,Barrie CMA,ON,L4N,91,36,14.0,44.3572,-79.6929
1163,Barrie CMA,ON,L4N,99,38,14.0,44.3572,-79.6929
1164,Barrie CMA,ON,L4N,91,22,14.0,44.3572,-79.6929
1165,Barrie CMA,ON,L4N,102,43,14.0,44.3572,-79.6929
1166,Barrie CMA,ON,L4N,91,23,14.0,44.3572,-79.6929
1167,Barrie CMA,ON,L4N,111,34,14.0,44.3572,-79.6929
1168,Barrie CMA,ON,L4N,129,56,14.0,44.3572,-79.6929
1169,Barrie CMA,ON,L4N,91,100,14.0,44.3572,-79.6929
1170,Barrie CMA,ON,L4N,136,76,14.0,44.3572,-79.6929
1171,Barrie CMA,ON,L4N,96,77,14.0,44.3572,-79.6929
1172,Barrie CMA,ON,L4N,103,61,14.0,44.3572,-79.6929
1173,Barrie CMA,ON,L4N,99,98,14.0,44.3572,-79.6929
1174,Barrie CMA,ON,L4N,92,60,18.0,44.3572,-79.6929
1175,Barrie CMA,ON,L4N,99,52,14.0,44.3572,-79.6929
1176,Barrie CMA,ON,L4N,91,61,14.0,44.3572,-79.6929
1177,Barrie CMA,ON,L4N,93,91,14.0,44.3572,-79.6929
1178,Barrie CMA,ON,L4N,91,85,14.0,44.3572,-79.6929
1179,Barrie CMA,ON,L4N,91,72,14.0,44.3572,-79.6929
1180,Barrie CMA,ON,L4N,97,49,14.0,44.3572,-79.6929
1181,Barrie CMA,ON,L4N,90,51,23.0,44.3572,-79.6929
1182,Barrie CMA,ON,L4N,93,29,14.0,44.3572,-79.6929
1183,Barrie CMA,ON,L4N,114,87,33.0,44.3572,-79.6929
1185,Brantford CMA,ON,N3L,92,87,14.0,43.2,-80.3833
1186,Brantford CMA,ON,N3L,102,106,14.0,43.2,-80.3833
1187,Brantford CMA,ON,N3L,90,141,16.0,43.2,-80.3833
1188,Brantford CMA,ON,N3L,93,137,16.0,43.2,-80.3833
1189,Brantford CMA,ON,N3L,117,272,14.0,43.2,-80.3833
1190,Brantford CMA,ON,N3L,106,461,56.0,43.2,-80.3833
1191,Brantford CMA,ON,N3L,96,470,14.0,43.2,-80.3833
1192,Brantford CMA,ON,N3L,92,108,14.0,43.2,-80.3833
1193,Brantford CMA,ON,N3L,90,250,14.0,43.2,-80.3833
1194,Brantford CMA,ON,N3L,92,119,14.0,43.2,-80.3833
1195,Brantford CMA,ON,N3L,92,308,14.0,43.2,-80.3833
1196,Brantford CMA,ON,N3L,90,241,14.0,43.2,-80.3833
1197,Brantford CMA,ON,N3L,91,218,31.0,43.2,-80.3833
1198,Brantford CMA,ON,N3L,91,174,14.0,43.2,-80.3833
1199,Brantford CMA,ON,N3L,95,135,23.0,43.2,-80.3833
1200,Brantford CMA,ON,N3P,91,14,14.0,43.1818,-80.2367
1201,Brantford CMA,ON,N3P,90,14,77.0,43.1818,-80.2367
1202,Brantford CMA,ON,N3P,97,91,14.0,43.1818,-80.2367
1203,Brantford CMA,ON,N3P,91,43,14.0,43.1818,-80.2367
1204,Brantford CMA,ON,N3P,94,64,14.0,43.1818,-80.2367
1205,Brantford CMA,ON,N3P,102,105,14.0,43.1818,-80.2367
1206,Brantford CMA,ON,N3P,98,124,14.0,43.1818,-80.2367
1207,Brantford CMA,ON,N3P,118,130,14.0,43.1818,-80.2367
1208,Brantford CMA,ON,N3P,96,52,14.0,43.1818,-80.2367
1209,Brantford CMA,ON,N3P,99,40,14.0,43.1818,-80.2367
1210,Brantford CMA,ON,N3P,99,35,14.0,43.1818,-80.2367
1211,Brantford CMA,ON,N3P,100,194,14.0,43.1818,-80.2367
1212,Brantford CMA,ON,N3P,91,35,14.0,43.1818,-80.2367
1213,Brantford CMA,ON,N3R,91,61,18.0,43.1692,-80.2684
1214,Brantford CMA,ON,N3R,85,60,14.0,43.1692,-80.2684
1215,Brantford CMA,ON,N3R,93,62,25.0,43.1692,-80.2684
1216,Brantford CMA,ON,N3R,122,97,14.0,43.1692,-80.2684
1217,Brantford CMA,ON,N3R,119,164,14.0,43.1692,-80.2684
1218,Brantford CMA,ON,N3R,91,63,14.0,43.1692,-80.2684
1219,Brantford CMA,ON,N3R,90,70,14.0,43.1692,-80.2684
1220,Brantford CMA,ON,N3R,91,114,14.0,43.1692,-80.2684
1221,Brantford CMA,ON,N3R,91,73,14.0,43.1692,-80.2684
1222,Brantford CMA,ON,N3R,91,239,14.0,43.1692,-80.2684
1223,Brantford CMA,ON,N3R,91,72,14.0,43.1692,-80.2684
1224,Brantford CMA,ON,N3R,88,46,14.0,43.1692,-80.2684
1225,Brantford CMA,ON,N3R,91,47,14.0,43.1692,-80.2684
1226,Brantford CMA,ON,N3R,94,29,14.0,43.1692,-80.2684
1227,Brantford CMA,ON,N3R,90,133,14.0,43.1692,-80.2684
1228,Brantford CMA,ON,N3R,91,22,14.0,43.1692,-80.2684
1229,Brantford CMA,ON,N3R,90,183,14.0,43.1692,-80.2684
1230,Brantford CMA,ON,N3R,91,42,14.0,43.1692,-80.2684
1231,Brantford CMA,ON,N3R,99,81,14.0,43.1692,-80.2684
1232,Brantford CMA,ON,N3R,97,61,25.0,43.1692,-80.2684
